accessno,activity,access_date_time,access_time
10730,Enrollment Shopping Cart,7:58 AM,10/19/2012
8027,My Planner,6:15 PM,9/8/2014
996,Enrollment Shopping Cart,6:05 PM,7/3/2016
12832,Enrollment Shopping Cart,3:26 AM,5/2/2012
12041,Enrollment Shopping Cart,8:32 PM,1/31/2016
2541,My Planner,3:44 AM,5/3/2013
11053,My Planner,1:16 PM,11/4/2013
14266,Enrollment Shopping Cart,12:49 AM,8/28/2016
7628,My Planner,9:38 PM,10/4/2013
2088,My Planner,5:40 AM,1/1/2015
9690,My Planner,1:51 AM,8/1/2017
310,Enrollment Shopping Cart,1:13 PM,11/1/2012
10479,Enrollment Shopping Cart,7:43 PM,10/23/2016
6723,My Planner,9:38 AM,6/25/2014
14029,Enrollment Shopping Cart,6:13 PM,7/1/2015
6084,Enrollment Shopping Cart,3:12 AM,4/20/2016
12629,Enrollment Shopping Cart,1:49 PM,11/30/2011
2198,Enrollment Shopping Cart,7:42 AM,9/14/2011
14449,Enrollment Shopping Cart,8:04 PM,9/11/2011
550,Enrollment Shopping Cart,6:01 PM,7/27/2012
10838,Enrollment Shopping Cart,3:49 PM,2/25/2015
7786,Enrollment Shopping Cart,3:20 AM,2/12/2013
11826,Enrollment Shopping Cart,3:13 PM,6/28/2015
2683,My Planner,8:42 AM,11/5/2012
4908,My Planner,2:36 AM,11/7/2012
6110,Enrollment Shopping Cart,10:23 AM,8/5/2017
7229,Enrollment Shopping Cart,11:53 AM,1/10/2013
13662,Enrollment Shopping Cart,1:44 PM,5/26/2014
14641,Enrollment Shopping Cart,5:42 AM,6/12/2017
10173,My Planner,10:08 AM,5/22/2012
8722,My Planner,7:52 PM,1/11/2016
3973,Enrollment Shopping Cart,5:41 PM,8/10/2016
7963,Enrollment Shopping Cart,6:28 AM,4/7/2015
10766,My Planner,5:47 PM,9/21/2015
14700,My Planner,12:04 PM,12/15/2015
11510,Enrollment Shopping Cart,7:55 PM,9/9/2016
6740,Enrollment Shopping Cart,12:43 AM,2/20/2016
14457,Enrollment Shopping Cart,10:56 PM,4/7/2012
235,Enrollment Shopping Cart,2:02 AM,11/7/2012
12322,Enrollment Shopping Cart,1:03 AM,6/15/2013
219,My Planner,2:27 PM,12/20/2016
454,Enrollment Shopping Cart,7:11 PM,11/11/2016
8519,My Planner,8:01 AM,3/21/2012
12405,Enrollment Shopping Cart,9:58 PM,2/7/2013
14930,My Planner,4:22 PM,1/11/2017
12288,Enrollment Shopping Cart,12:21 PM,4/24/2015
12987,Enrollment Shopping Cart,2:00 AM,10/18/2011
8948,My Planner,5:50 AM,10/1/2015
10293,Enrollment Shopping Cart,4:22 AM,7/6/2017
8321,Enrollment Shopping Cart,4:38 PM,1/29/2012
2087,My Planner,6:15 PM,8/16/2012
7278,Enrollment Shopping Cart,1:31 AM,11/26/2013
7016,My Planner,10:52 AM,7/10/2017
14413,My Planner,9:22 AM,5/20/2017
8528,Enrollment Shopping Cart,4:33 PM,9/2/2011
11354,My Planner,11:42 PM,5/15/2016
4348,My Planner,2:31 AM,7/5/2013
384,My Planner,6:21 PM,8/25/2012
3529,My Planner,1:18 AM,8/5/2013
7134,My Planner,2:01 AM,7/14/2014
12627,My Planner,3:16 PM,7/14/2012
4812,My Planner,9:47 AM,7/27/2015
1709,My Planner,3:22 PM,8/25/2011
9658,My Planner,12:37 AM,6/8/2012
3033,Enrollment Shopping Cart,4:59 PM,6/17/2016
5892,My Planner,9:06 AM,9/10/2012
14988,Enrollment Shopping Cart,7:40 AM,3/15/2016
12547,Enrollment Shopping Cart,3:22 PM,4/13/2014
13369,Enrollment Shopping Cart,8:38 AM,11/19/2012
5733,Enrollment Shopping Cart,5:51 AM,11/6/2011
4397,My Planner,12:12 AM,7/23/2017
3885,Enrollment Shopping Cart,12:31 PM,2/16/2013
5182,Enrollment Shopping Cart,4:00 AM,2/4/2014
7108,Enrollment Shopping Cart,12:21 PM,2/22/2016
8214,My Planner,5:17 AM,2/4/2017
13873,My Planner,3:18 PM,12/25/2011
7739,My Planner,6:49 AM,5/13/2016
12216,My Planner,6:39 PM,7/19/2013
2294,My Planner,11:40 PM,2/10/2015
12746,My Planner,1:40 PM,9/6/2013
14278,Enrollment Shopping Cart,4:02 AM,1/11/2012
11838,My Planner,5:24 AM,6/25/2014
8436,My Planner,8:44 PM,1/5/2015
8845,Enrollment Shopping Cart,10:25 AM,2/18/2012
9659,My Planner,12:58 PM,1/19/2016
3979,Enrollment Shopping Cart,6:05 PM,9/1/2015
11530,My Planner,8:31 PM,2/1/2015
9668,My Planner,3:58 PM,5/18/2012
359,Enrollment Shopping Cart,12:47 PM,9/9/2015
10494,Enrollment Shopping Cart,1:27 AM,6/7/2014
1949,Enrollment Shopping Cart,1:57 AM,1/27/2015
264,My Planner,8:56 PM,7/4/2012
1370,My Planner,11:42 PM,5/31/2014
12668,Enrollment Shopping Cart,3:15 AM,1/25/2016
63,My Planner,12:38 AM,4/26/2013
11169,Enrollment Shopping Cart,4:40 PM,6/24/2015
1151,Enrollment Shopping Cart,5:56 AM,5/6/2017
4801,My Planner,2:05 PM,2/10/2012
6230,Enrollment Shopping Cart,10:30 AM,3/16/2016
7349,Enrollment Shopping Cart,11:47 AM,2/11/2014
2850,My Planner,4:17 PM,6/12/2013
3360,My Planner,11:05 AM,3/28/2013
11602,My Planner,8:30 PM,12/8/2016
12349,Enrollment Shopping Cart,6:07 PM,5/8/2015
13040,My Planner,2:30 AM,4/2/2013
284,Enrollment Shopping Cart,9:09 AM,9/25/2011
9266,My Planner,9:24 AM,3/27/2015
6360,Enrollment Shopping Cart,4:14 AM,4/26/2014
6676,My Planner,10:10 AM,8/14/2013
5858,My Planner,8:20 PM,6/8/2012
6320,Enrollment Shopping Cart,10:05 PM,5/1/2016
4475,My Planner,7:19 PM,5/19/2017
11703,Enrollment Shopping Cart,6:14 PM,1/26/2012
5819,Enrollment Shopping Cart,10:16 PM,9/22/2013
11323,My Planner,10:30 PM,5/5/2013
8358,Enrollment Shopping Cart,7:52 PM,12/2/2012
4693,My Planner,6:22 AM,1/12/2016
8440,Enrollment Shopping Cart,8:48 PM,2/26/2013
1217,My Planner,8:26 AM,5/6/2015
4261,Enrollment Shopping Cart,11:33 AM,6/27/2013
2827,My Planner,1:30 PM,8/27/2012
3751,My Planner,3:00 AM,3/4/2015
996,Enrollment Shopping Cart,3:20 PM,11/11/2011
6644,Enrollment Shopping Cart,7:07 AM,11/1/2012
2691,My Planner,7:26 PM,4/6/2012
2030,My Planner,9:17 PM,11/20/2013
11108,Enrollment Shopping Cart,2:08 PM,8/2/2013
4831,Enrollment Shopping Cart,4:39 PM,4/1/2013
4884,My Planner,1:42 PM,2/9/2013
11406,My Planner,7:48 PM,8/6/2013
7360,Enrollment Shopping Cart,11:09 PM,12/29/2015
2918,Enrollment Shopping Cart,6:46 AM,2/1/2016
715,Enrollment Shopping Cart,1:11 AM,3/18/2014
2207,Enrollment Shopping Cart,1:20 PM,9/28/2012
1691,Enrollment Shopping Cart,7:44 AM,3/4/2015
14706,Enrollment Shopping Cart,5:20 PM,6/21/2017
14665,Enrollment Shopping Cart,8:37 AM,3/16/2013
13239,Enrollment Shopping Cart,1:19 AM,11/18/2016
11134,My Planner,11:42 PM,7/18/2012
3796,Enrollment Shopping Cart,6:35 AM,6/26/2016
12371,Enrollment Shopping Cart,9:06 PM,10/11/2014
2719,My Planner,6:32 PM,3/9/2016
13681,My Planner,2:29 PM,7/3/2012
6589,Enrollment Shopping Cart,9:50 PM,4/30/2015
10256,Enrollment Shopping Cart,12:46 PM,3/21/2015
11287,Enrollment Shopping Cart,7:13 PM,6/11/2014
10557,Enrollment Shopping Cart,8:24 AM,11/26/2015
2297,Enrollment Shopping Cart,8:34 PM,8/25/2011
9966,My Planner,4:53 AM,3/1/2014
1312,My Planner,11:41 PM,3/22/2016
2712,Enrollment Shopping Cart,11:58 AM,4/20/2016
5847,My Planner,1:00 PM,5/8/2013
3000,Enrollment Shopping Cart,7:05 PM,5/16/2017
10298,My Planner,10:51 PM,12/20/2013
10035,Enrollment Shopping Cart,4:21 AM,3/31/2016
14758,Enrollment Shopping Cart,9:31 PM,6/29/2012
13360,Enrollment Shopping Cart,8:12 PM,3/1/2017
12810,Enrollment Shopping Cart,5:30 PM,2/10/2015
12759,My Planner,7:09 AM,8/6/2017
2126,Enrollment Shopping Cart,1:02 AM,5/16/2016
11912,My Planner,2:51 AM,6/26/2012
11830,Enrollment Shopping Cart,5:52 PM,9/16/2016
10879,Enrollment Shopping Cart,5:00 AM,3/23/2012
13793,My Planner,3:55 PM,5/26/2013
634,Enrollment Shopping Cart,6:02 PM,2/6/2015
10459,My Planner,9:28 AM,7/9/2017
9412,My Planner,3:40 PM,4/23/2014
8279,My Planner,4:26 AM,11/6/2014
11513,Enrollment Shopping Cart,3:59 PM,2/27/2012
13929,My Planner,9:24 PM,4/25/2015
7191,Enrollment Shopping Cart,11:31 AM,10/26/2012
10060,My Planner,8:00 PM,11/27/2011
4566,My Planner,10:35 PM,12/6/2013
2168,My Planner,12:28 PM,2/3/2016
4001,My Planner,6:03 AM,8/24/2016
983,My Planner,2:55 AM,7/27/2017
11438,Enrollment Shopping Cart,5:26 PM,6/2/2015
3704,Enrollment Shopping Cart,1:08 PM,8/10/2012
2578,Enrollment Shopping Cart,8:42 PM,12/4/2012
6977,Enrollment Shopping Cart,8:30 AM,5/24/2013
2026,Enrollment Shopping Cart,9:46 AM,11/14/2012
4007,My Planner,12:50 PM,10/1/2012
7660,My Planner,8:22 PM,9/26/2014
539,Enrollment Shopping Cart,9:00 AM,2/8/2016
13186,Enrollment Shopping Cart,8:44 AM,6/4/2017
7576,My Planner,8:46 PM,9/16/2013
13765,My Planner,10:25 PM,5/2/2013
11570,My Planner,11:38 AM,5/7/2015
14786,My Planner,10:30 AM,8/25/2013
6674,Enrollment Shopping Cart,4:33 AM,9/27/2011
10148,Enrollment Shopping Cart,10:50 AM,8/9/2013
5793,Enrollment Shopping Cart,7:21 PM,4/15/2015
3250,My Planner,1:28 PM,9/27/2012
7567,My Planner,6:05 AM,12/3/2011
5222,My Planner,9:03 AM,12/14/2015
900,My Planner,5:10 AM,11/3/2013
14210,My Planner,6:30 PM,5/5/2016
12779,My Planner,1:29 PM,9/8/2012
12248,My Planner,8:23 PM,4/25/2016
9280,Enrollment Shopping Cart,4:23 AM,3/18/2014
10827,Enrollment Shopping Cart,1:10 PM,7/15/2013
1264,My Planner,2:08 PM,9/14/2011
5888,My Planner,12:10 AM,9/9/2013
9941,My Planner,6:09 AM,3/13/2013
2096,Enrollment Shopping Cart,4:56 AM,11/8/2016
2336,Enrollment Shopping Cart,11:11 PM,12/15/2015
2051,My Planner,2:26 AM,5/2/2017
2121,Enrollment Shopping Cart,12:00 AM,11/17/2016
7104,Enrollment Shopping Cart,2:24 AM,3/2/2013
13005,Enrollment Shopping Cart,1:15 AM,12/28/2012
2222,Enrollment Shopping Cart,1:34 AM,1/6/2017
7300,Enrollment Shopping Cart,3:28 PM,3/17/2017
9832,My Planner,12:19 AM,3/22/2015
4862,Enrollment Shopping Cart,11:27 AM,2/1/2017
4551,Enrollment Shopping Cart,4:34 PM,3/12/2015
410,My Planner,5:53 AM,6/6/2015
13697,My Planner,6:53 AM,3/16/2014
1955,My Planner,5:09 AM,11/14/2014
9112,My Planner,11:55 PM,2/22/2013
2196,My Planner,8:01 AM,10/16/2015
2080,Enrollment Shopping Cart,9:45 PM,4/14/2015
10220,My Planner,1:51 AM,10/25/2016
14744,My Planner,1:44 PM,2/20/2012
3910,Enrollment Shopping Cart,8:03 AM,11/29/2011
6705,My Planner,1:33 PM,2/12/2016
546,Enrollment Shopping Cart,10:49 PM,10/19/2015
5099,Enrollment Shopping Cart,6:43 PM,3/24/2015
13090,Enrollment Shopping Cart,11:14 AM,9/9/2015
14909,Enrollment Shopping Cart,7:05 PM,11/30/2013
4047,My Planner,11:21 AM,10/31/2014
10040,My Planner,12:07 PM,7/3/2017
3344,Enrollment Shopping Cart,5:42 AM,10/5/2013
14234,Enrollment Shopping Cart,8:28 AM,9/15/2011
4788,My Planner,11:26 PM,6/19/2016
5625,My Planner,5:09 PM,6/18/2016
5422,My Planner,3:03 AM,5/12/2013
4362,Enrollment Shopping Cart,9:02 AM,7/26/2014
6398,Enrollment Shopping Cart,7:03 AM,12/1/2012
13897,My Planner,4:25 AM,8/16/2017
1068,Enrollment Shopping Cart,5:19 PM,3/23/2012
9914,Enrollment Shopping Cart,8:38 PM,7/20/2016
12052,My Planner,10:42 AM,10/12/2016
7874,Enrollment Shopping Cart,6:25 PM,11/6/2013
10890,My Planner,11:09 PM,11/30/2013
10015,My Planner,1:48 AM,9/19/2013
10389,Enrollment Shopping Cart,8:30 PM,10/27/2013
1850,Enrollment Shopping Cart,9:00 PM,1/10/2013
2408,My Planner,5:51 PM,5/23/2017
10309,My Planner,12:18 PM,12/31/2015
3061,Enrollment Shopping Cart,9:15 AM,2/10/2013
4299,Enrollment Shopping Cart,4:09 PM,10/6/2011
9088,My Planner,10:08 PM,6/20/2013
4016,Enrollment Shopping Cart,7:28 AM,10/31/2012
6459,Enrollment Shopping Cart,7:13 AM,11/19/2014
12018,Enrollment Shopping Cart,1:14 PM,8/28/2013
7463,Enrollment Shopping Cart,10:57 PM,2/14/2017
11772,My Planner,12:25 PM,5/1/2013
1331,My Planner,1:19 PM,6/16/2015
6185,Enrollment Shopping Cart,2:39 PM,4/24/2017
7220,Enrollment Shopping Cart,7:58 PM,1/23/2016
10190,Enrollment Shopping Cart,3:48 PM,12/19/2015
4542,My Planner,5:24 AM,7/27/2014
3175,Enrollment Shopping Cart,2:23 AM,1/28/2012
7841,Enrollment Shopping Cart,5:59 AM,6/7/2015
254,Enrollment Shopping Cart,9:53 AM,5/24/2013
1615,My Planner,11:06 PM,12/28/2014
4566,Enrollment Shopping Cart,6:07 AM,7/19/2017
3647,My Planner,5:20 AM,9/4/2016
13833,My Planner,2:15 AM,2/23/2017
3605,My Planner,5:16 PM,7/28/2012
6375,My Planner,5:34 AM,5/21/2012
5438,My Planner,10:06 AM,2/12/2015
1206,My Planner,5:36 AM,7/18/2014
4299,My Planner,11:16 PM,1/1/2015
11109,Enrollment Shopping Cart,9:57 AM,3/24/2017
9205,My Planner,10:48 PM,6/16/2013
7898,Enrollment Shopping Cart,3:16 AM,5/15/2012
5700,My Planner,7:17 AM,1/23/2013
1430,My Planner,6:30 AM,5/3/2015
13008,My Planner,6:04 AM,2/4/2015
8678,My Planner,7:43 AM,11/10/2016
7241,Enrollment Shopping Cart,2:23 AM,12/31/2014
8605,Enrollment Shopping Cart,8:34 AM,12/10/2016
14661,My Planner,2:26 PM,2/10/2012
992,My Planner,10:48 PM,5/10/2012
1927,Enrollment Shopping Cart,6:21 PM,6/17/2015
7763,My Planner,1:44 PM,10/12/2015
14579,My Planner,3:24 PM,2/20/2015
12944,Enrollment Shopping Cart,10:10 AM,3/12/2017
6302,Enrollment Shopping Cart,9:37 AM,10/3/2013
5619,Enrollment Shopping Cart,7:32 AM,7/12/2017
3457,Enrollment Shopping Cart,11:14 PM,10/1/2012
12498,Enrollment Shopping Cart,12:06 AM,7/26/2014
2012,Enrollment Shopping Cart,11:06 AM,6/5/2014
4168,My Planner,4:14 AM,3/31/2013
13734,Enrollment Shopping Cart,2:03 AM,6/12/2017
2253,Enrollment Shopping Cart,2:54 AM,10/31/2013
11488,My Planner,8:20 PM,3/29/2014
3591,My Planner,11:53 PM,1/1/2013
10444,My Planner,2:16 PM,4/19/2012
8426,Enrollment Shopping Cart,5:55 PM,1/1/2013
7052,Enrollment Shopping Cart,5:49 PM,10/24/2011
12669,My Planner,11:40 AM,12/2/2012
1807,Enrollment Shopping Cart,3:00 PM,5/25/2016
4768,Enrollment Shopping Cart,4:57 AM,12/9/2011
9560,Enrollment Shopping Cart,6:14 AM,5/13/2012
11198,Enrollment Shopping Cart,3:45 AM,8/7/2017
2773,Enrollment Shopping Cart,3:21 AM,7/22/2013
12201,My Planner,6:45 PM,12/8/2013
6274,Enrollment Shopping Cart,12:21 PM,6/7/2014
6170,My Planner,9:59 AM,9/9/2012
7385,Enrollment Shopping Cart,1:18 PM,4/15/2017
14833,My Planner,10:38 PM,2/23/2016
13576,Enrollment Shopping Cart,6:12 PM,7/20/2017
474,My Planner,7:45 AM,11/10/2011
7832,My Planner,11:31 AM,3/4/2015
5411,Enrollment Shopping Cart,5:00 PM,7/20/2014
8491,Enrollment Shopping Cart,2:16 AM,5/4/2016
7026,Enrollment Shopping Cart,10:23 PM,5/7/2017
7377,Enrollment Shopping Cart,12:14 PM,9/13/2011
1330,My Planner,10:14 AM,2/9/2016
1687,My Planner,5:27 PM,10/5/2015
6459,My Planner,11:53 AM,3/26/2015
11575,Enrollment Shopping Cart,1:43 AM,8/15/2016
3679,Enrollment Shopping Cart,2:46 PM,7/7/2013
10500,My Planner,1:36 PM,5/13/2016
5019,Enrollment Shopping Cart,7:43 AM,4/1/2016
13674,My Planner,1:40 AM,10/4/2015
2770,Enrollment Shopping Cart,7:13 AM,3/1/2014
4485,My Planner,3:41 AM,5/9/2012
688,My Planner,5:41 PM,8/15/2013
10585,My Planner,4:16 AM,2/4/2012
11011,My Planner,5:03 PM,2/29/2016
4469,Enrollment Shopping Cart,6:01 AM,11/15/2015
10925,Enrollment Shopping Cart,12:21 PM,6/7/2013
14701,Enrollment Shopping Cart,11:01 PM,4/11/2015
5535,My Planner,12:18 AM,1/2/2013
9681,My Planner,11:53 AM,11/26/2014
3232,My Planner,2:54 PM,2/27/2012
557,My Planner,10:03 PM,10/15/2014
10757,My Planner,5:53 AM,2/13/2016
12646,Enrollment Shopping Cart,6:41 AM,12/5/2016
682,My Planner,11:08 PM,7/30/2017
11398,My Planner,5:20 AM,3/5/2017
10044,Enrollment Shopping Cart,9:55 AM,5/30/2012
8888,My Planner,12:09 AM,3/1/2015
1035,My Planner,8:07 AM,6/30/2013
9808,My Planner,1:19 PM,11/29/2012
8164,My Planner,4:46 PM,2/17/2012
4260,My Planner,9:39 PM,3/16/2014
2007,Enrollment Shopping Cart,10:42 PM,4/9/2013
11970,Enrollment Shopping Cart,6:58 AM,8/9/2012
12242,My Planner,10:31 PM,12/18/2016
3309,My Planner,8:02 AM,5/2/2014
9904,My Planner,9:43 PM,12/27/2012
2180,Enrollment Shopping Cart,3:42 PM,6/1/2012
6778,Enrollment Shopping Cart,12:44 PM,3/11/2012
14690,Enrollment Shopping Cart,9:24 PM,7/13/2017
12256,My Planner,11:15 AM,1/23/2016
621,My Planner,3:18 AM,9/4/2013
14951,Enrollment Shopping Cart,11:23 AM,3/28/2013
11371,My Planner,5:19 PM,8/13/2015
12195,My Planner,8:49 PM,8/1/2012
8780,My Planner,5:24 AM,2/13/2012
4028,My Planner,11:50 AM,9/28/2016
14348,My Planner,11:45 PM,9/23/2015
13376,Enrollment Shopping Cart,8:25 AM,7/9/2015
3562,My Planner,10:11 AM,12/11/2013
6757,My Planner,12:41 PM,7/12/2014
3132,My Planner,1:26 PM,10/18/2016
4405,My Planner,1:06 PM,7/16/2015
11567,Enrollment Shopping Cart,10:04 PM,4/30/2015
7772,Enrollment Shopping Cart,10:18 AM,10/21/2015
103,My Planner,5:32 AM,6/6/2016
1617,My Planner,12:33 AM,10/30/2013
3974,Enrollment Shopping Cart,7:20 AM,12/9/2013
9515,Enrollment Shopping Cart,5:29 AM,5/1/2016
12743,My Planner,10:39 PM,11/17/2015
8233,My Planner,3:51 AM,7/18/2016
5932,My Planner,1:14 PM,3/9/2015
5185,Enrollment Shopping Cart,9:45 AM,7/21/2015
8844,Enrollment Shopping Cart,5:45 AM,3/21/2012
1283,Enrollment Shopping Cart,10:12 AM,10/5/2016
11309,My Planner,11:25 AM,6/23/2017
2962,My Planner,1:11 PM,12/24/2013
6680,My Planner,11:30 AM,9/6/2011
1926,Enrollment Shopping Cart,8:36 PM,1/6/2016
1725,My Planner,1:53 PM,8/28/2016
11525,Enrollment Shopping Cart,10:59 PM,5/8/2015
7178,My Planner,12:29 AM,10/12/2013
8655,Enrollment Shopping Cart,9:41 PM,3/7/2012
3257,My Planner,11:44 AM,10/1/2012
11569,My Planner,11:54 PM,7/22/2015
3069,Enrollment Shopping Cart,11:45 PM,7/23/2014
8808,Enrollment Shopping Cart,6:13 PM,10/6/2014
14158,My Planner,7:50 PM,8/24/2014
3599,Enrollment Shopping Cart,5:48 PM,7/24/2014
14606,Enrollment Shopping Cart,3:38 AM,12/27/2012
13613,My Planner,12:02 PM,6/4/2014
1176,My Planner,11:50 AM,3/26/2014
1378,Enrollment Shopping Cart,4:01 PM,7/10/2013
9908,Enrollment Shopping Cart,6:10 PM,12/16/2015
1162,My Planner,5:32 AM,1/8/2015
8412,Enrollment Shopping Cart,9:22 AM,11/29/2012
14723,Enrollment Shopping Cart,10:47 AM,4/4/2016
7648,Enrollment Shopping Cart,10:19 AM,3/8/2015
10446,Enrollment Shopping Cart,4:35 AM,8/23/2014
6546,Enrollment Shopping Cart,4:42 AM,12/15/2016
5156,My Planner,8:08 PM,6/9/2015
9515,My Planner,5:14 PM,10/2/2015
5322,Enrollment Shopping Cart,2:55 PM,11/27/2014
2054,My Planner,10:20 PM,4/3/2013
3499,My Planner,7:56 PM,12/22/2014
2126,Enrollment Shopping Cart,5:03 AM,6/7/2015
9226,Enrollment Shopping Cart,12:54 AM,3/22/2012
12227,My Planner,7:56 AM,2/3/2013
3095,My Planner,3:12 AM,1/10/2012
10568,Enrollment Shopping Cart,3:03 PM,10/31/2015
8731,My Planner,9:28 AM,6/4/2017
13283,Enrollment Shopping Cart,1:51 AM,5/24/2014
10753,My Planner,4:03 AM,7/29/2016
6085,My Planner,5:59 PM,7/28/2012
9237,Enrollment Shopping Cart,6:35 PM,12/2/2015
10208,My Planner,10:43 PM,12/13/2014
3634,My Planner,2:48 AM,1/19/2015
7445,My Planner,10:01 PM,7/27/2017
1950,Enrollment Shopping Cart,10:53 AM,11/10/2012
1798,My Planner,3:49 PM,6/3/2016
2548,Enrollment Shopping Cart,6:07 PM,4/1/2015
790,Enrollment Shopping Cart,1:30 AM,6/23/2015
2824,My Planner,7:55 PM,12/29/2013
8028,Enrollment Shopping Cart,2:19 AM,5/5/2013
6612,My Planner,8:18 AM,2/27/2015
1158,My Planner,7:40 PM,3/1/2014
11980,Enrollment Shopping Cart,9:26 AM,5/23/2017
8723,Enrollment Shopping Cart,8:34 AM,1/5/2015
7610,Enrollment Shopping Cart,5:00 PM,8/30/2013
13870,Enrollment Shopping Cart,8:18 PM,7/16/2017
761,Enrollment Shopping Cart,4:56 PM,12/23/2012
213,Enrollment Shopping Cart,5:17 AM,5/29/2016
10807,My Planner,2:12 PM,10/6/2013
5703,My Planner,6:13 PM,5/24/2014
11717,My Planner,9:28 AM,9/9/2013
9272,My Planner,8:49 PM,8/24/2015
9832,Enrollment Shopping Cart,9:19 AM,8/9/2015
7631,Enrollment Shopping Cart,2:46 AM,7/14/2015
13844,Enrollment Shopping Cart,10:12 PM,2/24/2016
2432,My Planner,4:30 PM,3/19/2017
3818,Enrollment Shopping Cart,8:53 PM,9/1/2014
5382,Enrollment Shopping Cart,1:17 PM,12/30/2014
14584,My Planner,5:31 AM,7/22/2013
7265,Enrollment Shopping Cart,11:01 AM,2/12/2017
2168,Enrollment Shopping Cart,8:50 PM,8/16/2017
13758,My Planner,9:39 PM,2/19/2016
10992,Enrollment Shopping Cart,6:01 AM,4/16/2015
4590,Enrollment Shopping Cart,1:55 AM,11/1/2014
231,My Planner,7:43 AM,11/25/2015
626,Enrollment Shopping Cart,9:57 PM,6/28/2013
13629,Enrollment Shopping Cart,10:01 PM,5/16/2015
11982,My Planner,1:15 PM,11/30/2011
6226,My Planner,5:21 AM,8/30/2013
12677,Enrollment Shopping Cart,10:41 AM,12/1/2014
13685,My Planner,11:06 AM,7/27/2013
2359,Enrollment Shopping Cart,4:22 PM,5/16/2012
5199,My Planner,10:52 AM,9/22/2014
10379,My Planner,1:27 PM,2/4/2012
11006,My Planner,1:19 PM,9/23/2014
3629,My Planner,10:19 PM,2/22/2015
8291,My Planner,1:50 PM,2/27/2013
7160,My Planner,11:44 AM,9/17/2011
12896,Enrollment Shopping Cart,10:43 PM,12/2/2011
2872,Enrollment Shopping Cart,1:02 PM,7/2/2013
3501,My Planner,10:02 PM,10/25/2016
3691,My Planner,9:41 AM,11/11/2016
21,My Planner,8:31 AM,5/29/2014
12433,My Planner,11:30 AM,9/4/2012
4770,Enrollment Shopping Cart,5:00 PM,6/12/2014
11688,My Planner,9:14 AM,7/5/2015
6818,Enrollment Shopping Cart,3:26 PM,3/14/2015
10463,Enrollment Shopping Cart,5:14 PM,9/9/2014
2127,Enrollment Shopping Cart,12:36 PM,9/5/2016
10111,Enrollment Shopping Cart,8:21 AM,11/19/2016
13826,Enrollment Shopping Cart,8:36 AM,4/3/2015
10024,Enrollment Shopping Cart,5:45 AM,8/2/2013
4239,My Planner,7:07 AM,8/28/2012
12456,My Planner,3:11 PM,6/9/2014
1690,My Planner,6:40 AM,1/11/2017
9717,Enrollment Shopping Cart,5:14 PM,4/6/2013
13950,Enrollment Shopping Cart,11:12 PM,11/10/2012
8386,Enrollment Shopping Cart,3:25 AM,10/23/2013
10134,My Planner,1:17 PM,8/28/2015
8091,My Planner,3:35 PM,7/3/2016
14333,My Planner,4:27 PM,8/23/2011
916,Enrollment Shopping Cart,10:03 AM,10/17/2016
4630,My Planner,4:58 PM,7/25/2014
390,My Planner,3:32 AM,9/30/2012
683,My Planner,10:51 AM,11/23/2012
14379,My Planner,8:00 AM,10/3/2013
12505,Enrollment Shopping Cart,6:07 AM,5/7/2013
7265,Enrollment Shopping Cart,2:37 AM,2/19/2017
4559,Enrollment Shopping Cart,10:41 AM,5/7/2015
7694,Enrollment Shopping Cart,4:57 PM,10/3/2013
11039,My Planner,10:51 PM,1/6/2015
13092,My Planner,5:44 PM,3/1/2017
12363,My Planner,5:29 PM,12/6/2012
1868,My Planner,12:19 PM,2/20/2017
1816,My Planner,2:47 PM,10/28/2011
9707,Enrollment Shopping Cart,2:59 AM,11/25/2016
8931,My Planner,1:00 PM,12/9/2016
1263,Enrollment Shopping Cart,1:14 PM,3/9/2014
14329,Enrollment Shopping Cart,2:51 AM,5/7/2012
936,Enrollment Shopping Cart,10:44 AM,1/1/2017
8297,Enrollment Shopping Cart,5:41 PM,9/7/2015
9312,Enrollment Shopping Cart,1:46 PM,3/20/2012
10597,Enrollment Shopping Cart,10:13 PM,4/3/2017
12109,Enrollment Shopping Cart,6:54 PM,7/24/2014
8804,Enrollment Shopping Cart,10:30 AM,6/11/2015
13144,Enrollment Shopping Cart,1:10 AM,11/29/2015
12359,My Planner,1:23 AM,9/11/2015
4792,My Planner,5:26 AM,2/10/2012
11995,Enrollment Shopping Cart,5:36 AM,3/15/2016
2974,My Planner,9:45 PM,11/24/2014
4448,My Planner,4:16 AM,1/25/2016
7967,My Planner,9:58 AM,7/2/2017
4726,My Planner,9:02 PM,7/24/2012
1499,My Planner,9:57 AM,4/25/2016
11598,My Planner,6:18 PM,9/8/2011
9270,My Planner,8:50 PM,10/6/2016
7110,My Planner,1:06 PM,5/28/2013
257,My Planner,9:05 PM,6/18/2012
3151,My Planner,4:03 PM,2/21/2013
3585,Enrollment Shopping Cart,10:46 PM,10/11/2016
11426,Enrollment Shopping Cart,5:20 PM,9/22/2012
7737,Enrollment Shopping Cart,10:38 AM,8/5/2013
11177,My Planner,8:40 PM,8/1/2013
6831,My Planner,8:03 PM,3/10/2014
9773,Enrollment Shopping Cart,12:16 PM,5/29/2016
14124,Enrollment Shopping Cart,6:13 AM,1/17/2015
4637,My Planner,7:18 AM,12/16/2015
